Holding,Symbol,Weighting
Jiangsu Zhangjiagang Rural Commercial Bank Co. Ltd. Class A,002839,0.0%
"Angel Yeast Co., Ltd. Class A",600298,0.0%
Dah Sing Banking Group Limited,2356,0.0%
"A-Living Smart City Services Co., Ltd. Class H",3319,0.0%
Wanda Film Holding Co. Ltd. Class A,002739,0.0%
Emlak Konut Gayrimenkul Yatirim Ortakligi A.g.,EKGYO.E,0.0%
"Yongxing Special Materials Technology Co., Ltd. Class A",002756,0.0%
Strauss Group Ltd,STRS,0.0%
IDBI Bank Limited,500116,0.0%
"Sichuan Kelun Pharmaceutical Co., Ltd. Class A",002422,0.0%
Ming Yuan Cloud Group Holdings Limited,909,0.0%
"Avary Holding (Shenzhen) Co., Ltd. Class A",002938,0.0%
Changchun High & New Technology Industry (Group) Inc. Class A,000661,0.0%
"Cofco Sugar Holding Co., Ltd. Class A",600737,0.0%
Olam Group Limited,VC2,0.0%
PT Indocement Tunggal Prakarsa Tbk,INTP,0.0%
"Shenzhen Sunway Communication Co., Ltd. Class A",300136,0.0%
"Empyrean Technology Co., Ltd. Class A",301269,0.0%
"Xinhua Winshare Publishing & Media Co., Ltd. Class H",811,0.0%
MIA Teknoloji AS,MIATK.E,0.0%
Guosheng Financial Holding Inc. Class A,002670,0.0%
"Shanghai Flyco Electrical Appliance Co., Ltd. Class A",603868,0.0%
Minmetals Capital Co Ltd Class A,600390,0.0%
BAIC Motor Corporation Limited Class H,1958,0.0%
"Beijing Jingneng Power Co., Ltd. Class A",600578,0.0%
BIC Cameras Inc.,3048,0.0%
TBS HOLDINGS INC.,9401,0.0%
People\'s Insurance Co. (Group) of China Ltd. Class A,601319,0.0%
Caixa Seguridade Participacoes SA,CXSE3,0.0%
"Longshine Technology Group Co., Ltd. Class A",300682,0.0%
"KEPCO Plant Service & Engineering Co., Ltd",051600,0.0%
Paltac Corporation,8283,0.0%
China West Construction Co. Ltd. Class A,002302,0.0%
Politeknik Metal Sanayi ve Ticaret AS,POLTK.E,0.0%
African Rainbow Minerals Limited,ARI,0.0%
Lingyi iTech (Guangdong) Company Class A,002600,0.0%
Kaleseramik Canakkale Kalebodur Seramik A.S.,KLSER.E,0.0%
CAN2 TERMIK A.S.,CANTE.E,0.0%
Qua Granite Hayal Yapi ve Urunleri Sanayi Ticaret AS,QUAGR.E,0.0%
"Qingdao TGOOD Electric Co., Ltd. Class A",300001,0.0%
Air China Limited Class A,601111,0.0%
"Titan Wind Energy (Suzhou) Co., Ltd. Class A",002531,0.0%
"Ecovacs Robotics Co., Ltd. Class A",603486,0.0%
Ming Yang Smart Energy Group Limited Class A,601615,0.0%
ACEN Corporation,ACEN,0.0%
"Shenzhen Infogem Technologies Co., Ltd. Class A",300085,0.0%
Far East Smarter Energy Co. Ltd. Class A,600869,0.0%
"Electricity Generating Public Co., Ltd.",EGCO,0.0%
"China Industrial Securities Co., Ltd. Class A",601377,0.0%
Converge Information & Communications Technology Solutions Inc,CNVRG,0.0%
"Guangzhou Tinci Materials Technology Co., Ltd",002709,0.0%
"COSCO SHIPPING Development Co., Ltd. Class A",601866,0.0%
"Sichuan Swellfun Co., Ltd. Class A",600779,0.0%
Hisense Home Appliances Group Co. Ltd. Class H,921,0.0%
Koza Anadolu Metal Madencilik Isletmeleri A.S.,KOZAA.E,0.0%
"HL Mando Co., Ltd.",204320,0.0%
Jiangsu Broadcasting Cable Information Network Corp Ltd Class A,600959,0.0%
"Shenghe Resources Holding Co., Ltd. Class A",600392,0.0%
KILER HOLDING A.S.,KLRHO.E,0.0%
NH INVESTMENT & SECURITIES CO.LTD.,005940,0.0%
"China Zhenhua (Group) Science & Technology Co., Ltd. Class A",000733,0.0%
"Northeast Securities Co., Ltd. Class A",000686,0.0%
"Shandong Gold Mining Co., Ltd. Class H",1787,0.0%
"Toei Animation Co., Ltd.",4816,0.0%
"Sichuan New Energy Power Co., Ltd. Class A",000155,0.0%
"DL Holdings Co., Ltd.",000210,0.0%
Netmarble Corp.,251270,0.0%
FUCHS SE,FPE,0.0%
"CGN Power Co., Ltd. Class A",003816,0.0%
"Zhejiang Wanfeng Auto Wheel Co., Ltd. Class A",002085,0.0%
Yanlord Land Group Limited,Z25,0.0%
"Hangzhou Tigermed Consulting Co., Ltd. Class H",3347,0.0%
Yonyou Network Technology Co. Ltd. Class A,600588,0.0%
Sociedad De Inversiones Oro Blanco S.A.,OROBLANCO,0.0%
3Peak Incorporated Class A,688536,0.0%
"China Animal Husbandry Industry Co., Ltd. Class A",600195,0.0%
PT XL Axiata Tbk,EXCL,0.0%
Harbin Hatou Investment Co. Ltd. Class A,600864,0.0%
Saudi Cement Co.,3030,0.0%
Capital Securities Corp.,6005,0.0%
"Double Medical Technology, Inc. Class A",002901,0.0%
H. Lundbeck A/S Class B,HLUN.B,0.0%
"Financial Street Holdings Co., Ltd. Class A",000402,0.0%
Cinda Real Estate Co. Ltd. Class A,600657,0.0%
Konya Cimento Sanayi A.S.,KONYA.E,0.0%
Yue Yuen Industrial (Holdings) Limited,551,0.0%
United Energy Group Limited,467,0.0%
"Jiangling Motors Co., Ltd. Class B",200550,0.0%
Huaneng Lancang River Hydropower Co Ltd Class A,600025,0.0%
"Zhejiang Semir Garment Co., Ltd. Class A",002563,0.0%
"Shaanxi Energy Investment Co., Ltd. Class A",001286,0.0%
"Zhongshan Broad-Ocean Motor Co., Ltd. Class A",002249,0.0%
Ain Holdings Inc.,9627,0.0%
Yunnan Copper Co. Ltd. Class A,000878,0.0%
"Qingdao Hanhe Cable Co., Ltd Class A",002498,0.0%
"Offshore Oil Engineering Co., Ltd. Class A",600583,0.0%
Beijing SL Pharmaceutical Co. Ltd. Class A,002038,0.0%
Alvotech,ALVO,0.0%
Shanghai Rural Commercial Bank Co Ltd Class A,601825,0.0%
"CSC Financial Co., Ltd. Class H",6066,0.0%
"DaShenLin Pharmaceutical Group Co., Ltd. Class A",603233,0.0%
"Angang Steel Co., Ltd. Class H",347,0.0%
"Hainan Airlines Holding Co., Ltd. Class A",600221,0.0%
Adani Wilmar Limited,543458,0.0%
"Xiangcai Co., Ltd. Class A",600095,0.0%
"Shenzhen Hepalink Pharmaceutical Group Co., Ltd. Class H",9989,0.0%
China Southern Airlines Company Limited Class H,1055,0.0%
"Nanjing King-friend Biochemical Pharmaceutical Co., Ltd. Class A",603707,0.0%
Oyak Yatirim Menkul Degerler A.S.,OYYAT.E,0.0%
Petkim Petrokimya Holding Anonim Sirketi,PETKM.E,0.0%
"DeNA Co., Ltd.",2432,0.0%
Is Yatirim Menkul Degerler AS,ISMEN.E,0.0%
"Lao Feng Xiang Co., Ltd. Class B",900905,0.0%
"Thunder Software Technology Co., Ltd. Class A",300496,0.0%
Karsan Otomotiv Sanayii ve Ticaret A.S.,KARSN.E,0.0%
"Sailun Group Co., Ltd. Class A",601058,0.0%
"Livzon Pharmaceutical Group, Inc. Class A",000513,0.0%
Dah Sing Financial Holdings Limited,440,0.0%
"Hefei Meyer Optoelectronic Technology, Inc. Class A",002690,0.0%
"Caitong Securities Co., Ltd. Class A",601108,0.0%
"Beijing OriginWater Technology Co., Ltd. Class A",300070,0.0%
Bradespar S.A.,BRAP3,0.0%
"Rongsheng Petrochemical Co., Ltd. Class A",002493,0.0%
Livzon Pharmaceutical Group Inc Class H,1513,0.0%
Shenzhen International Holdings Limited,152,0.0%
Sansure Biotech Inc. Class A,688289,0.0%
"Glarun Technology Co., Ltd. Class A",600562,0.0%
"Izumi Co., Ltd.",8273,0.0%
Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited Class A,600332,0.0%
Farasis Energy (Gan Zhou) Co. Ltd. Class A,688567,0.0%
"China Jushi Co., Ltd. Class A",600176,0.0%
"IEIT SYSTEMS Co., Ltd.Class A",000977,0.0%
"Huaibei Mining Holdings Co., Ltd. Class A",600985,0.0%
"China Southern Power Grid Energy Efficiency & Clean Energy Co., Ltd. Class A",003035,0.0%
"Guotai Junan Securities Co., Ltd. Class A",601211,0.0%
Canon Marketing Japan Inc.,8060,0.0%
"Founder Securities Co., Ltd. Class A",601901,0.0%
Central China Securities Co Ltd Class A,601375,0.0%
Heiwa Corporation,6412,0.0%
"Transfar Zhilian Co., Ltd. Class A",002010,0.0%
China Railway Group Limited Class A,601390,0.0%
"Yutong Bus Co., Ltd. Class A",600066,0.0%
"Juewei Food Co., Ltd. Class A",603517,0.0%
"Dongsuh Companies, Inc.",026960,0.0%
Haohua Chemical Science & Technology Corp. Ltd. Class A,600378,0.0%
Far Eastern International Bank,2845,0.0%
Mavi Giyim Sanayi ve Ticaret A.S.,MAVI.E,0.0%
Neusoft Corporation Class A,600718,0.0%
"Guizhou Xinbang Pharmaceutical Co., Ltd. Class A",002390,0.0%
"Kandenko Co., Ltd.",1942,0.0%
"China Northern Rare Earth (Group) High-Tech Co., Ltd. Class A",600111,0.0%
"Beijing Shunxin Agriculture Co., Ltd. Class A",000860,0.0%
Hytera Communications Corporation Limited Class A,002583,0.0%
"Qinhuangdao Port Co., Ltd. Class A",601326,0.0%
"CECEP Solar Energy Co., Ltd. Class A",000591,0.0%
"Shanghai Jin Jiang International Hotels Co., Ltd. Class B",900934,0.0%
LAMDA Development S.A.,LAMDA,0.0%
"Bank of Xi\'an Co., Ltd. Class A",600928,0.0%
"DHC Software Co., Ltd. Class A",002065,0.0%
"Chongqing Zhifei Biological Products Co., Ltd. Class A",300122,0.0%
Bloomage Biotechnology Corp. Ltd. Class A,688363,0.0%
Seazen Group Ltd.,1030,0.0%
Kvika banki hf,KVIKA,0.0%
"Chugin Financial Group,Inc.",5832,0.0%
Aditya Birla Capital Ltd.,540691,0.0%
"SD Biosensor, Inc.",137310,0.0%
"Shanying International Holdings Co., Ltd. Class A",600567,0.0%
GDS Holdings Ltd.,9698,0.0%
Al Seer Marine Supplies & Equipment PJSC,ASM,0.0%
BTG Hotels (Group) Co Ltd Shs -A-,600258,0.0%
Husqvarna AB Class A,HUSQ.A,0.0%
Southern Province Cement Co.,3050,0.0%
Ezdan Holding Group,ERES,0.0%
"Mitsui High-Tec, Inc.",6966,0.0%
Tasly Pharmaceutical Group Co. Ltd. Class A,600535,0.0%
"Addsino Co., Ltd. Class A",000547,0.0%
"Beijing Dbn Technology Group Co., Ltd. Class A",002385,0.0%
"Shenzhen Goodix Technology Co., Ltd. Class A",603160,0.0%
Toyota Boshoku Corp.,3116,0.0%
PT MNC Digital Entertainment Tbk,MSIN,0.0%
"Resorttrust, Inc.",4681,0.0%
"Han\'s Laser Technology Industry Group Co., Ltd. Class A",002008,0.0%
MARGUN ENERJI URETIM SANAYI VE TICARET A.S.,MAGEN.E,0.0%
Festi hf.,FESTI,0.0%
China Energy Engineering Corp. Ltd. Class A,601868,0.0%
Anhui Conch Cement Company Limited Class A,600585,0.0%
China Merchants Property Operation & Service Company Limited Class A,001914,0.0%
Yealink Network Technology Co. Ltd. Class A,300628,0.0%
"Bank of Nanjing Co., Ltd. Class A",601009,0.0%
"Shede Spirits Co., Ltd. Class A",600702,0.0%
Alliance Global Group Inc.,AGI,0.0%
Gubre Fabrikalari T.A.S.,GUBRF.E,0.0%
Chongqing Department Store Co. Ltd. Class A,600729,0.0%
Tianqi Lithium Corp. Class A,002466,0.0%
"Huaneng Power International, Inc. Class A",600011,0.0%
TravelSky Technology Ltd. Class H,696,0.0%
"Fiberhome Telecommunication Technologies Co., Ltd. Class A",600498,0.0%
Cielo,CIEL3,0.0%
"Hangzhou Robam Appliances Co., Ltd. Class A",002508,0.0%
Range Intelligent Computing Technology Group Company Limited Class A,300442,0.0%
"BOE Technology Group Co., Ltd. Class A",000725,0.0%
"Beijing Haixin Energy Technology Co., Ltd. Class A",300072,0.0%
Autohellas SA,OTOEL,0.0%
"Bank of Changsha Co., Ltd. Class A",601577,0.0%
Zhejiang China Commodities City Group Co. Ltd. Class A,600415,0.0%
Ege Endustri ve Ticaret A.S.,EGEEN.E,0.0%
"Jilin Aodong Pharmaceutical Group Co., Ltd. Class A",000623,0.0%
Xiamen Intretech Inc. Class A,002925,0.0%
HBIS Company Limited Class A,000709,0.0%
"Beijing Enlight Media Co., Ltd. Class A",300251,0.0%
Sumitomo Pharma Co.Ltd.,4506,0.0%
Air New Zealand Limited,AIR,0.0%
PT Gudang Garam Tbk,GGRM,0.0%
"East Group Co., Ltd. Class A",300376,0.0%
"Mani, Inc.",7730,0.0%
"RiseSun Real Estate Development Co., Ltd. Class A",002146,0.0%
"China South Publishing & Media Group Co., Ltd Class A",601098,0.0%
Islandsbanki hf,ISB,0.0%
Qingdao Rural Commercial Bank Corp. Class A,002958,0.0%
"China Merchants Expressway Network & Technology Holdings Co., Ltd. Class A",001965,0.0%
DFI Retail Group Holdings Limited,D01,0.0%
"Siam City Cement Public Co., Ltd.",SCCC,0.0%
"Guolian Securities Co., Ltd. Class A",601456,0.0%
Vinda International Holdings Limited,3331,0.0%
Kaishan Group Co. Ltd. Class A,300257,0.0%
Yanbu Cement Co.,3060,0.0%
Delek Group Ltd.,DLEKG,0.0%
"Bethel Automotive Safety Systems Co., Ltd. Class A",603596,0.0%
Ghitha Holding PJSC,GHITHA,0.0%
"Jonjee Hi-Tech Industrial and Commercial Holding Co., Ltd. Class A",600872,0.0%
"Daan Gene Co., Ltd. Class A",002030,0.0%
"GEM Co., Ltd. Class A",002340,0.0%
Ennostar Inc.,3714,0.0%
Zhejiang Expressway Co. Ltd. Class H,576,0.0%
"Humanwell Healthcare (Group) Co.,Ltd. Class A",600079,0.0%
"Shandong Chenming Paper Holdings Co., Ltd. Class B",200488,0.0%
"GeniuS Electronic Optical Co., Ltd.",3406,0.0%
"Shenzhen Airport Co., Ltd. Class A",000089,0.0%
Benefit One Inc.,2412,0.0%
"ASR Microelectronics Co., Ltd. Class A",688220,0.0%
"Shennan Circuit Co., Ltd. Class A",002916,0.0%
"Shanghai International Port (Group) Co., Ltd. Class A",600018,0.0%
Giga Device Semiconductor Inc. Class A,603986,0.0%
One United Properties S.A.,ONE,0.0%
Neoenergia SA,NEOE3,0.0%
"Beijing Sinnet Technology Co., Ltd. Class A",300383,0.0%
Ninestar Corp. Class A,002180,0.0%
Anhui Expressway Company Limited Class A,600012,0.0%
Jinxin Fertility Group Ltd.,1951,0.0%
"Shandong Chenming Paper Holdings Co., Ltd. Class H",1812,0.0%
Vedant Fashions Limited,543463,0.0%
"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd. Class A",600663,0.0%
Telefonica Deutschland Holding AG,O2D,0.0%
Aksa Akrilik Kimya Sanayii A.S.,AKSA.E,0.0%
Shenzhen Expressway Corporation Limited Class H,548,0.0%
"Yulon Motor Co.,Ltd",2201,0.0%
Chongqing Brewery Co.Ltd Class A,600132,0.0%
"SICC Co., Ltd. Class A",688234,0.0%
"Wingtech Technology Co., Ltd. Class A",600745,0.0%
PT Elang Mahkota Teknologi Tbk,EMTK,0.0%
Companhia Energetica de Minas Gerais SA,CMIG3,0.0%
BBMG Corporation Class H,2009,0.0%
"Itoham Yonekyu Holdings, Inc.",2296,0.0%
Zeon Corporation,4205,0.0%
"Beijing Easpring Material Technology Co., Ltd. Class A",300073,0.0%
Sitios Latinoamerica SAB de CV,LASITEB.1,0.0%
"SIASUN Robot & Automation CO., Ltd. Class A",300024,0.0%
PT Perusahaan Gas Negara Tbk Class B,PGAS,0.0%
OPC Energy Ltd.,OPCE,0.0%
Shanghai Industrial Holdings Limited,363,0.0%
CNOOC Energy Technology & Services Ltd. Class A,600968,0.0%
PT Astra Agro Lestari Tbk,AALI,0.0%
Shikun & Binui Ltd.,SKBN,0.0%
"Huabao Flavours & Fragrances Co., Ltd. Class A",300741,0.0%
"CNGR Advanced Material Co., Ltd. Class A",300919,0.0%
"Jiangsu Zhongtian Technology Co., Ltd. Class A",600522,0.0%
"Jinko Solar Co., Ltd. Class A",688223,0.0%
Shanghai Aerospace Automobile Electromechanical Co Ltd Class A,600151,0.0%
"Chengxin Lithium Group Co., Ltd. Class A",002240,0.0%
"AVIC Industry-Finance Holdings Co., Ltd. Class A",600705,0.0%
China Communications Services Corp. Ltd. Class H,552,0.0%
"GF Securities Co., Ltd. Class H",1776,0.0%
"Shenzhen Dynanonic Co., Ltd. Class A",300769,0.0%
Western Superconducting Technologies Co Ltd Class A,688122,0.0%
First Pacific Co. Ltd.,142,0.0%
China Railway Hi-tech Industry Corp. Ltd. Class A,600528,0.0%
Quinenco S.A.,QUINENCO,0.0%
Baiyin Nonferrous Group Co Ltd Class A,601212,0.0%
"ENN Natural Gas Co., Ltd. Class A",600803,0.0%
PT Trimegah Bangun Persada Tbk,NCKL,0.0%
"SKC Co., Ltd.",011790,0.0%
China Zheshang Bank Co Ltd Class A,601916,0.0%
"NanJi E-Commerce Co., LTD. Class A",002127,0.0%
Yangtze Optical Fibre & Cable Joint Stock Ltd. Co. Class A,601869,0.0%
Eczacibasi Yatirim Holding Ortakligi AS,ECZYT.E,0.0%
Gek Terna S.A.,GEKTERNA,0.0%
HELLENiQ ENERGY Holdings S.A.,ELPE,0.0%
"Kingfa Sci. & Tech. Co., Ltd. Class A",600143,0.0%
"Beijing Jingneng Clean Energy Co., Ltd. Class H",579,0.0%
"Shenzhen Neptunus Bioengineering Co., Ltd. Class A",000078,0.0%
Eternal Asia Supply Chain Management Ltd. Class A,002183,0.0%
"Raytron Technology Co., Ltd. Class A",688002,0.0%
"HD Hyundai Infracore Co., Ltd.",042670,0.0%
PT Smartfren Telecom Tbk Class A,FREN,0.0%
"Zhejiang Yongtai Technology Co., Ltd. Class A",002326,0.0%
Xinfengming Group Co Ltd Class A,603225,0.0%
Bera Holding AS,BERA.E,0.0%
RemeGen Co. Ltd. Class H,9995,0.0%
"Shanghai Yuyuan Tourist Mart Group Co., Ltd. Class A",600655,0.0%
Hektas Ticaret T.A.S.,HEKTS.E,0.0%
MOSENERGO,MSNG,0.0%
Qingdao Port International Co Ltd Class H,6198,0.0%
Federal Grid Company ROSSETI PUBLIC JOINT STOCK COMPANY,FEES,0.0%
Anhui Expressway Company Limited Class H,995,0.0%
"Huaxin Cement Co., Ltd. Class A",600801,0.0%
StarHub Ltd,CC3,0.0%
Joyoung Company Limited Class A,002242,0.0%
Tsumura & Co.,4540,0.0%
"Guanghui Energy Co., Ltd. Class A",600256,0.0%
"Hubei Energy Group Co., Ltd. Class A",000883,0.0%
"Opple Lighting Co., Ltd. Class A",603515,0.0%
"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd. Class B",900932,0.0%
Huayi Brothers Media Corporation Class A,300027,0.0%
Jiangsu Financial Leasing Class A,600901,0.0%
"Advanced Energy Solution Holding Co., Ltd.",6781,0.0%
Caida Securities Co Ltd Class A,600906,0.0%
Sartorius AG,SRT,0.0%
"China Green Electricity Investment Of Tianjin Co., Ltd. Class A",000537,0.0%
"IMEIK Technology Development Co., Ltd. Class A",300896,0.0%
Satellite Chemical Co. Ltd. Class A,002648,0.0%
Cenergy Holdings SA,CENER,0.0%
"Emaar, The Economic City",4220,0.0%
Jiangxi Copper Company Limited Class A,600362,0.0%
"Shanghai AJ Group Co., Ltd. Class A",600643,0.0%
Vodafone Idea Ltd,532822,0.0%
"Shenzhen Everwin Precision Technology Co., Ltd. Class A",300115,0.0%
GoerTek Inc. Class A,002241,0.0%
"Winning Health Technology Group Co.,Ltd. Class A",300253,0.0%
"Japan Aviation Electronics Industry, Limited",6807,0.0%
Advanced Micro-Fabrication Equipment Inc. China Class A,688012,0.0%
"COSCO SHIPPING Energy Transportation Co., Ltd. Class A",600026,0.0%
Bluestar Adisseo Co. Class A,600299,0.0%
B.Grimm Power Public Company Ltd,BGRIM,0.0%
Svenska Cellulosa AB SCA Class A,SCA.A,0.0%
Gav-Yam Lands Corp. Ltd,GVYM,0.0%
"Kingnet Network Co., Ltd. Class A",002517,0.0%
"Deppon Logistics Co., Ltd. Class A",603056,0.0%
Inner Mongolia Dian Tou Energy Corporation Limited Class A,002128,0.0%
"BOE Technology Group Co., Ltd. Class B",200725,0.0%
"Bank of Zhengzhou Co., Ltd. Class A",002936,0.0%
"Angang Steel Co., Ltd. Class A",000898,0.0%
"Hongfa Technology Co., Ltd. Class A",600885,0.0%
"Fujian Sunner Development Co., Ltd. Class A",002299,0.0%
StarPower Semiconductor Ltd. Class A,603290,0.0%
"Guangdong South New Media Co., Ltd. Class A",300770,0.0%
China National Accord Medicines Corporation Ltd Class A,000028,0.0%
"Lotte Shopping Co., Ltd",023530,0.0%
TCL Technology Group Corporation Class A,000100,0.0%
"Hisense Visual Technology Co., Ltd. Class A",600060,0.0%
Shanghai Jahwa United Co. Ltd. Class A,600315,0.0%
Shenzhen Gas Corporation Ltd. Class A,601139,0.0%
"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd. Class A",600895,0.0%
Egypt Kuwait Holding Co. SAE,EKHO,0.0%
HITEJINRO CO LTD,000080,0.0%
"China Meheco Group Co., Ltd. Class A",600056,0.0%
"Jizhong Energy Resources Co., Ltd. Class A",000937,0.0%
"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD Class A",600566,0.0%
"Tianfeng Securities Co., Ltd. Class A",601162,0.0%
"Seazen Holdings Co.,Ltd. Class A",601155,0.0%
"Zhejiang Zheneng Electric Power Co., Ltd. Class A",600023,0.0%
Grupo de Moda Soma SA,SOMA3,0.0%
"Hangzhou Binjiang Real Estate Group Co., Ltd. Class A",002244,0.0%
"TBEA Co., Ltd. Class A",600089,0.0%
GS Engineering & Construction Corp.,006360,0.0%
"Zhejiang Juhua Co., Ltd. Class A",600160,0.0%
Anadolu Isuzu Otomotiv Sanayi ve Ticaret A.S. Class C,ASUZU.E,0.0%
"ACOM Co., Ltd.",8572,0.0%
"Suning Universal Co., Ltd. Class A",000718,0.0%
Shanghai Jinqiao Export Processing Zone Development Co. Ltd. Class B,900911,0.0%
"Perfect World Co., Ltd. Class A",002624,0.0%
"Jiangsu King\'s Luck Brewery Joint-stock Co., Ltd. Class A",603369,0.0%
Fujitsu General Limited,6755,0.0%
"Guosen Securities Co., Ltd. Class A",002736,0.0%
"Suzhou Maxwell Technologies Co., Ltd. Class A",300751,0.0%
"HANGZHOU FIRST APPLIED MATERIAL CO.,LTD. Class A",603806,0.0%
Eastern Air Logistics Co. Ltd. Class A,601156,0.0%
Iskenderun Demir ve Celik AS,ISDMR.E,0.0%
"Ningbo Sanxing Medical Electric Co., Ltd. Class A",601567,0.0%
"ZJLD Group, Inc.",6979,0.0%
AviChina Industry & Technology Co. Ltd. Class H,2357,0.0%
"Seegene, Inc.",096530,0.0%
China Southern Airlines Company Limited Class A,600029,0.0%
Heilongjiang Agriculture Company Limited Class A,600598,0.0%
National Industrialization Co.,2060,0.0%
"BGF retail CO., LTD.",282330,0.0%
Hutchison Port Holdings Trust,NS8U,0.0%
Maxscend Microelectronics Company Limited Class A,300782,0.0%
Sims Ltd.,SGM,0.0%
"Pharmaron Beijing Co., Ltd. Class A",300759,0.0%
"ARIAKE JAPAN Co., Ltd.",2815,0.0%
Kiwi Property Group Ltd.,KPG,0.0%
"LB Group Co., Ltd. Class A",002601,0.0%
China Reinsurance (Group) Corp. Class H,1508,0.0%
"Zhongshan Public Utilities Group Co., Ltd. Class A",000685,0.0%
"China Southern Power Grid Energy Storage Co., Ltd. Class A",600995,0.0%
"Beijing Ultrapower Software Co., Ltd. Class A",300002,0.0%
Indian Bank,532814,0.0%
Pola Orbis Holdings Inc.,4927,0.0%
"OPT Machine Vision Tech Co., Ltd. Class A",688686,0.0%
"Becle, S.A.B. de C.V.",CUERVO,0.0%
"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd. Class A",300316,0.0%
Sinochem International Corporation Class A,600500,0.0%
National Silicon Industry Group Co. Ltd. Class A,688126,0.0%
China Literature Ltd.,772,0.0%
Bayer Cropscience India Limited,506285,0.0%
"Beijing E-Hualu Information Technology Co., Ltd. Class A",300212,0.0%
"Guangdong Marubi Biotechnology Co., Ltd. Class A",603983,0.0%
Jiangsu Yangnong Chemical Co. Ltd. Class A,600486,0.0%
"Guizhou Bailing Group Pharmaceutical Co., Ltd. Class A",002424,0.0%
LBX Pharmacy Chain Joint Stock Company Class A,603883,0.0%
Egypt Kuwait Holding Co. SAE,EKHOA,0.0%
"Shanxi Lu\'An Environmental Energy Development Co., Ltd. Class A",601699,0.0%
"Inner Mongolia ERDOS Resources Co., Ltd. Class B",900936,0.0%
"Great Wall Motor Co., Ltd. Class A",601633,0.0%
Haisco Pharmaceutical Group Co. Ltd. Class A,002653,0.0%
PT Unilever Indonesia Tbk,UNVR,0.0%
"Zhejiang Hisun Pharmaceutical Co., Ltd. Class A",600267,0.0%
AZ-COM Maruwa Holdings Inc.,9090,0.0%
"AEON Mall Co., Ltd.",8905,0.0%
CNPC Capital Co Ltd Class A,000617,0.0%
Shanghai Electric Group Company Limited Class H,2727,0.0%
"Rongan Property Co., Ltd. Class A",000517,0.0%
Melco International Development Limited,200,0.0%
QL Resources Bhd.,7084,0.0%
"Tianma Microelectronics Co., Ltd Class A",000050,0.0%
"Beijing United Information Technology Co., Ltd. Class A",603613,0.0%
FGV Holdings Bhd.,5222,0.0%
China Lesso Group Holdings Limited,2128,0.0%
Gongniu Group Co. Ltd. Class A,603195,0.0%
CREDIT BANK OF MOSCOW (public joint-stock company),CBOM,0.0%
"Bank of Hangzhou Co., Ltd. Class A",600926,0.0%
PT Hanjaya Mandala Sampoerna Tbk,HMSP,0.0%
"Yixintang Pharmaceutical Group Co., Ltd. Class A",002727,0.0%
Bank of Suzhou Co Ltd Class A,002966,0.0%
"AmorePacific Group, Inc.",002790,0.0%
"Suzhou TFC Optical Communication Co., Ltd. Class A",300394,0.0%
Polisan Holding AS,POLHO.E,0.0%
Dongfang Electric Corporation Limited Class H,1072,0.0%
"LT Group, Inc.",LTG,0.0%
Compania Sud Americana de Vapores S.A.,VAPORES,0.0%
"Beijing Zhong Ke San Huan High-Tech Co., Ltd. Class A",000970,0.0%
"DL E&C Co., Ltd.",375500,0.0%
Nine Dragons Paper Holdings Ltd.,2689,0.0%
Aygaz A.S.,AYGAZ.E,0.0%
China Ruyi Holdings Limited,136,0.0%
"Dongguan Development (Holdings) Co., Ltd Class A",000828,0.0%
Sinoma International Engineering Co. Ltd. Class A,600970,0.0%
Anadolu Efes Biracilik ve Malt Sanayii A.S.,AEFES.E,0.0%
ZTE Corporation Class A,000063,0.0%
"Lepu Medical Technology (Beijing) Co., Ltd. Class A",300003,0.0%
GCL System Integration Technology Co. Ltd. Class A,002506,0.0%
"Kotobuki Spirits Co., Ltd.",2222,0.0%
Berli Jucker Public Co. Ltd.,BJC,0.0%
"Noevir Holdings Co., Ltd.",4928,0.0%
Sinopec Shanghai Petrochemical Co. Ltd. Class A,600688,0.0%
Guangzhou Kingmed Diagnostics Group Co. Ltd. Class A,603882,0.0%
"Polaris Bay Group Co., Ltd. Class A",600155,0.0%
Piramal Enterprises Ltd.,500302,0.0%
Jiangsu Expressway Co. Ltd. Class A,600377,0.0%
"iflytek Co., Ltd. Class A",002230,0.0%
"Hunan Valin Steel Co., Ltd. Class A",000932,0.0%
Eastroc Beverage (Group) Co. Ltd. Class A,605499,0.0%
Zhejiang Longsheng Group Co. Ltd. Class A,600352,0.0%
"Shanghai Mechanical & Electrical Industry Co., Ltd. Class B",900925,0.0%
China Tourism Group Duty Free Corporation Limited Class H,1880,0.0%
Bharti Airtel Limited TEMP,890157,0.0%
Magazine Luiza S.A. TEMP,MGLU9,0.0%
Localiza Rent A Car SA TEMP,RENT9,0.0%
Megacable Hldgs SAB de CV Cert Part Ord Cons of 2 A,MEGACPO,0.0%
Ollamani SAB CPO,AGUILASCPO,0.0%
Alupar Investimento SA Unit Cons of 1 Sh + 2 Pfd Shs,ALUP11,0.0%
